id,audio_filepath,reference_transcript,speaklar_prediction,titu-large_prediction,titu-fast_prediction,indic-ctc_prediction,indic-rnnt_prediction
0555bb6a71,data/asr_bengali_1000_wav/0555bb6a71.wav,বিধবা,বিধবা,বিধবা,না না না বি ধ বা হ আর, বিধবা, বিধবা
05571db52a,data/asr_bengali_1000_wav/05571db52a.wav,ফেব্রুয়ারির ভোট সমীক্ষায়,ফেব্রুয়ারির ভোট সমীক্ষায়,ফেব্রুয়ারির ভোট সমীক্ষায়,ফেব্রুয়ারির ভোট সমমিক খায়, ফেব্রুয়ারির ভোট সমীক্ষায়, ফেব্রুয়ারির ভোট সমীক্ষায়
0557a40ae8,data/asr_bengali_1000_wav/0557a40ae8.wav,সরকার আর আলোচনাসমঝোতায়,সরকার আর আলোচনা সমঝোতায়,সরকার আর আলোচনা সমঝোতায়,সরকার কার আর আলো জানা না সহজ হ তাই, সরকার আর আলোচনা সমঝোতায়, সরকার আর আলোচনা সমঝোতায়
0557a4d323,data/asr_bengali_1000_wav/0557a4d323.wav,আগে মাছ ধুয়ে,আগে মাছ ধুয়ে,আগে মাছ ধুয়ে,আগে মাস ধুয়ে, আগে মাছ ধুয়ে, আগে মাছ ধুয়ে
0559d91edf,data/asr_bengali_1000_wav/0559d91edf.wav,পার্বত্য চট্টগ্রাম থেকে,পার্বত্য চট্টগ্রাম থেকে,পার্বত্য চট্টগ্রাম থেকে,পার ব তো চট্টগ্রাম থেকে, পার্বত্য চট্টগ্রাম থেকে, পার্বত্য চট্টগ্রাম থেকে
055b1129c4,data/asr_bengali_1000_wav/055b1129c4.wav,স্পীকারও টিআইবির বিরুদ্ধে,স্পিকার ও টিআইবির বিরুদ্ধে,স্পিকার ও টিআইবির বিরুদ্ধে,স্পিকার ও টি আই বিির বিরুদ্ধে, স্পিকার ও টিআইবির বিরুদ্ধে, স্পিকার ও টিআইবির বিরুদ্ধে
055b303d50,data/asr_bengali_1000_wav/055b303d50.wav,এমনকি কেউ যদি,এমনকি কেউ যদি,এমনকি কেউ যদি,আছে না এমন কি কেউ যদি, এমনকি কেউ যদি, এমনকি কেউ যদি
055b4d9dea,data/asr_bengali_1000_wav/055b4d9dea.wav,সরকারি ছুটির তালিকা,সরকারি ছুটির তালিকা,সরকারি ছুটির তালিকা,স কারে ছুটির তালি কার, সরকারী ছুটির তালিকা, সরকারি ছুটির তালিকা
055d9fde89,data/asr_bengali_1000_wav/055d9fde89.wav,নিতে হবে আজ,নিতে হবে আজ,নিতে হবে আজ,নিতে হবে আজ, নিতে হবে আজ, নিতে হবে আজ
055e24876c,data/asr_bengali_1000_wav/055e24876c.wav,আর্কাইভস যে কোনো,আর্কাইভস যেকোনো,আর্কাইভস যে কোনো,না আর কাইপ যে কোনো, আর কাইভস যে কোনো, আর ক্যাবস যে কোনো
055ed3e5ff,data/asr_bengali_1000_wav/055ed3e5ff.wav,লাফিয়ে উঠেছিল বিজয়,লাফিয়ে উঠেছিল বিজয়,লাফিয়ে উঠেছিল বিজয়,লাফিয়ে উঠেছিল বিজয়, লাফি উঠেছিল বিজয়, লাফি উঠেছিল বিজয়
0560e0af15,data/asr_bengali_1000_wav/0560e0af15.wav,ছয় মাসের বেশি হবে না,ছয় মাসের বেশি হবে না,ছয় মাসের বেশি হবে না,ছয় মাসের বেশি হবে না, ছয় মাসের বেশি হবে না, ছয় মাসের বেশি হবে না
0561a6993a,data/asr_bengali_1000_wav/0561a6993a.wav,এলবিডব্লিউ হয়ে,এলবিডব্লিউ হয়ে,এলবিডব্লিউ হয়ে,এল বি ড অব দিি হয়ে, এল্ব ডবল হয়ে, এল বি ডবু হয়ে
05637e87d6,data/asr_bengali_1000_wav/05637e87d6.wav,ষোলো বছর যখন বয়স,ষোলো বছর যখন বয়স,ষোলো বছর যখন বয়স,ষোল বছর যখন বয়স, ষোল বছর যখন বয়স, ষোল বছর যখন বয়স
0563dc535c,data/asr_bengali_1000_wav/0563dc535c.wav,চাঁদের পাহাড় সিনেমা,চাঁদের পাহাড় সিনেমা,চাঁদের পাহাড় সিনেমা,চাঁদের পাহাড় সিনে না, যাদের পাহাড় সিনেমা, চাঁদের পাহাড় সিনেমা
056528222c,data/asr_bengali_1000_wav/056528222c.wav,ধ্বংসাবশেষ বলেই ধারণা করা হয়,ধ্বংসাবশেষ বলেই ধারণা করা হয়,ধ্বংসাবশেষ বলেই ধারণা করা হয়,ধ্বংসশ বলেই ধারণা করা হয়, ধ্বংসাবশেষ বলেই ধারণা করা হয়, ধ্বংসাবশেষ বলেই ধারণা করা হয়
05662a9f85,data/asr_bengali_1000_wav/05662a9f85.wav,ইহা বলা যাইতে পারে যে,ইহা বলা যাইতে পারে যে,ইহা বলা যাইতে পারে যে,ইহা বলা যাইতে পারে যে, ইহা বলা যাইতে পারে যে, ইহা বলা যাইতে পারে যে
0567cf04d5,data/asr_bengali_1000_wav/0567cf04d5.wav,স্পেনের অ্যাটলেটিকো মাদ্রিদ,স্পেনের এ্যতলেটিিকো মাদ্রিদ,স্পেনের অ্যাটলেটিকো মাদ্রিদ,না এস স্পেনের এ অ লে ট ও আর ড দি, স্পেনের অ্যাথলেটিক ও মাদ্রিদ, স্পেনের অ্যাথলেটিক ও মাদ্রিদ
056868492b,data/asr_bengali_1000_wav/056868492b.wav,কচুরিপানার শুকনো বৃন্ত দিয়ে,কচুরিপানার শুকনো বৃন্ত দিয়ে,কচুরিপানার শুকনো বৃন্্ত দিয়ে,কচুরি পার শুকনো ব্রিন তো দিয়ে, কচুরি পানার শুকনো বৃন্ত দিয়ে, কচুরি পানার শুকনো বৃন্ত দিয়ে
056a4aa3ad,data/asr_bengali_1000_wav/056a4aa3ad.wav,জেনারেটর চললেই,জেনারেটর চললই,জেনারেটর চললই,জেন না এটা চল লই, জেনারেটর চললই, জেনারেটর চললই
056bc73eb7,data/asr_bengali_1000_wav/056bc73eb7.wav,সাতটা দিন,সাতটা দিন,সাতটা দিন,আর সাতটা দিন, সাতটা দিন, সাতটা দিন
